Team_away, Conf_away, AjdEM_away, AdjO_away, AdjD_away, AdjT_away, Luck_away, SOS_AdjEM_away, SOS_OppO_away, SOS_OppD_away, NCSOS_AdjEM_away,Team_home, Conf_home, AjdEM_home, AdjO_home, AdjD_home, AdjT_home, Luck_home, SOS_AdjEM_home, SOS_OppO_home, SOS_OppD_home, NCSOS_AdjEM_home,Date,Away_Team,Away_Score,Home_Team,Home_Score,Spread,Total
South Alabama,SB,1.18,102.8,101.6,66.5,-0.04,-4.21,99.8,104.0,-1.69,Appalachian St.,SB,0.26,101.0,100.8,64.5,0.015,-1.01,102.6,103.6,7.01,2022-02-19,South Alabama,51.0,Appalachian St.,69.0,-18.0,120.0
South Alabama,SB,1.18,102.8,101.6,66.5,-0.04,-4.21,99.8,104.0,-1.69,Louisiana,SB,-1.15,101.5,102.6,69.6,-0.022,-2.63,100.4,103.0,-2.11,2022-01-20,South Alabama,77.0,Louisiana,70.0,7.0,147.0
South Alabama,SB,1.18,102.8,101.6,66.5,-0.04,-4.21,99.8,104.0,-1.69,Troy,SB,-1.59,98.7,100.3,67.0,0.082,-2.84,101.1,103.9,-4.27,2022-01-29,South Alabama,68.0,Troy,77.0,-9.0,145.0
South Alabama,SB,1.18,102.8,101.6,66.5,-0.04,-4.21,99.8,104.0,-1.69,Tarleton St.,WAC,-3.39,99.6,103.0,63.1,-0.037,-0.48,101.8,102.3,8.55,2021-12-17,South Alabama,52.0,Tarleton St.,65.0,-13.0,117.0
South Alabama,SB,1.18,102.8,101.6,66.5,-0.04,-4.21,99.8,104.0,-1.69,UT Arlington,SB,-4.28,97.7,102.0,65.2,-0.027,0.64,102.3,101.6,10.44,2021-12-30,South Alabama,87.0,UT Arlington,89.0,-2.0,176.0
South Alabama,SB,1.18,102.8,101.6,66.5,-0.04,-4.21,99.8,104.0,-1.69,San Diego,WCC,-5.01,96.3,101.3,65.6,0.09,0.96,103.2,102.3,-3.22,2021-11-25,South Alabama,68.0,San Diego,67.0,1.0,135.0
South Alabama,SB,1.18,102.8,101.6,66.5,-0.04,-4.21,99.8,104.0,-1.69,Georgia Southern,SB,-7.3,96.1,103.4,66.0,0.038,-1.87,100.8,102.7,-0.51,2022-02-03,South Alabama,57.0,Georgia Southern,58.0,-1.0,115.0
South Alabama,SB,1.18,102.8,101.6,66.5,-0.04,-4.21,99.8,104.0,-1.69,Louisiana Monroe,SB,-8.4,101.0,109.4,67.7,0.005,-2.17,100.7,102.8,1.34,2022-01-22,South Alabama,68.0,Louisiana Monroe,56.0,12.0,124.0
Monmouth,MAAC,1.12,102.6,101.4,66.2,0.076,-0.59,102.0,102.6,3.83,St. John's,BE,13.07,110.3,97.2,73.6,-0.101,6.71,105.8,99.1,-7.17,2021-12-09,Monmouth,83.0,St. John's,88.0,-5.0,171.0
Monmouth,MAAC,1.12,102.6,101.4,66.2,0.076,-0.59,102.0,102.6,3.83,Towson,CAA,10.91,109.6,98.7,64.8,-0.015,-1.99,101.7,103.7,-1.67,2021-11-13,Monmouth,79.0,Towson,71.0,8.0,150.0
Monmouth,MAAC,1.12,102.6,101.4,66.2,0.076,-0.59,102.0,102.6,3.83,Iona,MAAC,8.95,108.0,99.0,69.2,-0.006,-0.97,101.7,102.7,3.66,2022-02-13,Monmouth,62.0,Iona,70.0,-8.0,132.0
Monmouth,MAAC,1.12,102.6,101.4,66.2,0.076,-0.59,102.0,102.6,3.83,Cincinnati,Amer,7.24,104.6,97.3,67.6,-0.051,2.81,103.3,100.5,-5.61,2021-11-27,Monmouth,61.0,Cincinnati,59.0,2.0,120.0
Monmouth,MAAC,1.12,102.6,101.4,66.2,0.076,-0.59,102.0,102.6,3.83,Saint Peter's,MAAC,7.24,100.3,93.0,65.9,0.018,0.25,103.1,102.8,3.97,2022-01-14,Monmouth,62.0,Saint Peter's,67.0,-5.0,129.0
Monmouth,MAAC,1.12,102.6,101.4,66.2,0.076,-0.59,102.0,102.6,3.83,Saint Peter's,MAAC,7.24,100.3,93.0,65.9,0.018,0.25,103.1,102.8,3.97,2022-03-12,Monmouth,54.0,Saint Peter's,60.0,-6.0,114.0
Monmouth,MAAC,1.12,102.6,101.4,66.2,0.076,-0.59,102.0,102.6,3.83,Yale,Ivy,1.98,100.7,98.8,68.8,0.063,-1.48,103.3,104.8,0.65,2021-12-14,Monmouth,69.0,Yale,60.0,9.0,129.0
Monmouth,MAAC,1.12,102.6,101.4,66.2,0.076,-0.59,102.0,102.6,3.83,Saint Joseph's,A10,0.6,100.4,99.8,68.0,-0.085,1.85,103.3,101.5,-1.92,2021-11-20,Monmouth,87.0,Saint Joseph's,75.0,12.0,162.0
Monmouth,MAAC,1.12,102.6,101.4,66.2,0.076,-0.59,102.0,102.6,3.83,Niagara,MAAC,-1.47,100.3,101.8,64.3,-0.044,-2.23,101.5,103.8,-1.26,2021-12-03,Monmouth,57.0,Niagara,49.0,8.0,106.0
Monmouth,MAAC,1.12,102.6,101.4,66.2,0.076,-0.59,102.0,102.6,3.83,Pittsburgh,ACC,-1.76,99.7,101.5,64.0,0.05,7.0,107.5,100.5,0.3,2021-12-12,Monmouth,56.0,Pittsburgh,52.0,4.0,108.0
Monmouth,MAAC,1.12,102.6,101.4,66.2,0.076,-0.59,102.0,102.6,3.83,Charlotte,CUSA,-2.52,104.9,107.4,65.5,0.095,-1.24,102.4,103.7,-0.27,2021-11-09,Monmouth,66.0,Charlotte,68.0,-2.0,134.0
Monmouth,MAAC,1.12,102.6,101.4,66.2,0.076,-0.59,102.0,102.6,3.83,Fairfield,MAAC,-2.85,100.6,103.5,64.3,-0.072,-3.75,100.5,104.3,-7.06,2022-01-20,Monmouth,61.0,Fairfield,58.0,3.0,119.0
Monmouth,MAAC,1.12,102.6,101.4,66.2,0.076,-0.59,102.0,102.6,3.83,Marist,MAAC,-2.88,100.8,103.7,66.2,-0.048,-4.13,100.5,104.6,-7.54,2022-01-16,Monmouth,48.0,Marist,84.0,-36.0,132.0
Monmouth,MAAC,1.12,102.6,101.4,66.2,0.076,-0.59,102.0,102.6,3.83,Rider,MAAC,-4.4,99.2,103.6,66.9,-0.01,-2.73,101.0,103.7,-4.83,2022-03-05,Monmouth,65.0,Rider,74.0,-9.0,139.0
Monmouth,MAAC,1.12,102.6,101.4,66.2,0.076,-0.59,102.0,102.6,3.83,Quinnipiac,MAAC,-4.96,102.9,107.9,68.8,-0.029,-3.77,99.7,103.5,-10.82,2022-02-06,Monmouth,76.0,Quinnipiac,63.0,13.0,139.0
Monmouth,MAAC,1.12,102.6,101.4,66.2,0.076,-0.59,102.0,102.6,3.83,Siena,MAAC,-5.77,98.1,103.9,66.3,0.111,-3.03,101.0,104.0,-4.61,2022-02-27,Monmouth,59.0,Siena,70.0,-11.0,129.0
Monmouth,MAAC,1.12,102.6,101.4,66.2,0.076,-0.59,102.0,102.6,3.83,Canisius,MAAC,-7.8,97.4,105.2,68.2,0.045,-1.29,102.0,103.3,0.57,2021-12-05,Monmouth,79.0,Canisius,65.0,14.0,144.0
Winthrop,BSth,0.89,105.9,105.0,68.3,0.115,-2.94,100.8,103.7,6.22,Washington St.,P12,14.46,107.7,93.3,66.3,-0.084,5.09,105.7,100.6,-3.37,2021-11-22,Winthrop,86.0,Washington St.,92.0,-6.0,178.0
Winthrop,BSth,0.89,105.9,105.0,68.3,0.115,-2.94,100.8,103.7,6.22,Mississippi St.,SEC,13.86,109.7,95.8,65.6,-0.087,7.96,106.3,98.3,-1.63,2021-12-21,Winthrop,63.0,Mississippi St.,84.0,-21.0,147.0
Winthrop,BSth,0.89,105.9,105.0,68.3,0.115,-2.94,100.8,103.7,6.22,Vanderbilt,SEC,12.27,107.2,94.9,67.8,-0.053,8.58,107.1,98.5,-0.82,2021-11-20,Winthrop,63.0,Vanderbilt,77.0,-14.0,140.0
Winthrop,BSth,0.89,105.9,105.0,68.3,0.115,-2.94,100.8,103.7,6.22,Middle Tennessee,CUSA,8.22,106.6,98.4,67.1,-0.014,-1.41,102.5,103.9,-1.24,2021-11-16,Winthrop,65.0,Middle Tennessee,76.0,-11.0,141.0
Winthrop,BSth,0.89,105.9,105.0,68.3,0.115,-2.94,100.8,103.7,6.22,Washington,P12,5.17,104.1,98.9,69.5,0.078,5.82,105.9,100.1,-2.3,2021-11-27,Winthrop,82.0,Washington,74.0,8.0,156.0
Winthrop,BSth,0.89,105.9,105.0,68.3,0.115,-2.94,100.8,103.7,6.22,Longwood,BSth,2.22,105.9,103.7,66.1,0.115,-7.31,98.7,106.0,-7.2,2022-01-29,Winthrop,88.0,Longwood,92.0,-4.0,180.0
Winthrop,BSth,0.89,105.9,105.0,68.3,0.115,-2.94,100.8,103.7,6.22,Longwood,BSth,2.22,105.9,103.7,66.1,0.115,-7.31,98.7,106.0,-7.2,2022-03-06,Winthrop,58.0,Longwood,79.0,-21.0,137.0
Winthrop,BSth,0.89,105.9,105.0,68.3,0.115,-2.94,100.8,103.7,6.22,Coastal Carolina,SB,1.3,102.6,101.3,67.0,-0.078,-2.9,100.6,103.5,1.52,2021-12-04,Winthrop,64.0,Coastal Carolina,74.0,-10.0,138.0
Winthrop,BSth,0.89,105.9,105.0,68.3,0.115,-2.94,100.8,103.7,6.22,Gardner Webb,BSth,0.22,96.6,96.4,67.4,-0.029,-4.14,101.5,105.6,2.79,2022-02-16,Winthrop,81.0,Gardner Webb,70.0,11.0,151.0
Winthrop,BSth,0.89,105.9,105.0,68.3,0.115,-2.94,100.8,103.7,6.22,UNC Asheville,BSth,-2.97,102.3,105.3,66.8,-0.036,-5.35,100.3,105.6,-0.46,2022-02-19,Winthrop,84.0,UNC Asheville,79.0,5.0,163.0
Winthrop,BSth,0.89,105.9,105.0,68.3,0.115,-2.94,100.8,103.7,6.22,High Point,BSth,-6.16,98.4,104.5,66.5,-0.025,-3.83,100.7,104.5,3.96,2022-01-24,Winthrop,56.0,High Point,65.0,-9.0,121.0
Winthrop,BSth,0.89,105.9,105.0,68.3,0.115,-2.94,100.8,103.7,6.22,Elon,CAA,-6.58,99.9,106.5,65.8,-0.055,2.23,104.6,102.3,8.96,2021-12-15,Winthrop,61.0,Elon,63.0,-2.0,124.0
Winthrop,BSth,0.89,105.9,105.0,68.3,0.115,-2.94,100.8,103.7,6.22,USC Upstate,BSth,-8.05,102.2,110.3,68.6,0.067,-3.25,100.6,103.9,3.49,2022-01-26,Winthrop,95.0,USC Upstate,91.0,4.0,186.0
Winthrop,BSth,0.89,105.9,105.0,68.3,0.115,-2.94,100.8,103.7,6.22,Presbyterian,BSth,-8.06,96.4,104.5,64.1,-0.044,-2.89,101.8,104.7,3.56,2022-01-20,Winthrop,60.0,Presbyterian,58.0,2.0,118.0
Winthrop,BSth,0.89,105.9,105.0,68.3,0.115,-2.94,100.8,103.7,6.22,Hampton,BSth,-15.02,90.6,105.6,69.1,0.07,-5.46,99.0,104.5,-3.05,2022-02-05,Winthrop,69.0,Hampton,57.0,12.0,126.0
Winthrop,BSth,0.89,105.9,105.0,68.3,0.115,-2.94,100.8,103.7,6.22,Charleston Southern,BSth,-19.94,92.3,112.2,68.9,-0.002,-3.74,100.6,104.3,0.38,2022-01-15,Winthrop,70.0,Charleston Southern,65.0,5.0,135.0
Long Beach St.,BW,0.77,103.3,102.6,70.9,0.109,-0.0,102.5,102.5,6.47,UCLA,P12,24.26,115.9,91.7,65.2,-0.029,8.5,107.2,98.7,3.67,2021-11-15,Long Beach St.,79.0,UCLA,100.0,-21.0,179.0
Long Beach St.,BW,0.77,103.3,102.6,70.9,0.109,-0.0,102.5,102.5,6.47,UCLA,P12,24.26,115.9,91.7,65.2,-0.029,8.5,107.2,98.7,3.67,2022-01-06,Long Beach St.,78.0,UCLA,96.0,-18.0,174.0
Long Beach St.,BW,0.77,103.3,102.6,70.9,0.109,-0.0,102.5,102.5,6.47,San Diego St.,MWC,17.07,103.4,86.3,65.4,-0.003,5.95,105.5,99.6,2.56,2021-11-30,Long Beach St.,47.0,San Diego St.,72.0,-25.0,119.0
Long Beach St.,BW,0.77,103.3,102.6,70.9,0.109,-0.0,102.5,102.5,6.47,Murray St.,OVC,15.42,111.5,96.1,66.1,0.074,-3.09,101.1,104.2,4.29,2021-11-23,Long Beach St.,43.0,Murray St.,80.0,-37.0,123.0
Long Beach St.,BW,0.77,103.3,102.6,70.9,0.109,-0.0,102.5,102.5,6.47,USC,P12,14.14,109.8,95.6,66.2,0.06,5.14,104.8,99.7,-4.72,2021-12-12,Long Beach St.,62.0,USC,73.0,-11.0,135.0
Long Beach St.,BW,0.77,103.3,102.6,70.9,0.109,-0.0,102.5,102.5,6.47,BYU,WCC,12.94,110.1,97.2,68.0,0.026,5.01,105.0,100.0,5.74,2022-03-16,Long Beach St.,72.0,BYU,93.0,-21.0,165.0
Long Beach St.,BW,0.77,103.3,102.6,70.9,0.109,-0.0,102.5,102.5,6.47,Missouri St.,MVC,11.4,113.2,101.7,67.1,-0.04,0.77,103.8,103.0,-3.01,2021-11-22,Long Beach St.,66.0,Missouri St.,92.0,-26.0,158.0
Long Beach St.,BW,0.77,103.3,102.6,70.9,0.109,-0.0,102.5,102.5,6.47,UC Irvine,BW,3.13,99.4,96.3,65.2,-0.005,-0.24,102.1,102.4,6.25,2022-02-27,Long Beach St.,72.0,UC Irvine,77.0,-5.0,149.0
Long Beach St.,BW,0.77,103.3,102.6,70.9,0.109,-0.0,102.5,102.5,6.47,UC Santa Barbara,BW,3.1,105.1,102.0,65.6,-0.084,-5.62,99.2,104.8,-10.82,2022-02-19,Long Beach St.,71.0,UC Santa Barbara,84.0,-13.0,155.0
Long Beach St.,BW,0.77,103.3,102.6,70.9,0.109,-0.0,102.5,102.5,6.47,Hawaii,BW,0.06,101.6,101.5,65.2,-0.01,-4.44,99.8,104.3,-5.4,2022-02-11,Long Beach St.,73.0,Hawaii,66.0,7.0,139.0
Long Beach St.,BW,0.77,103.3,102.6,70.9,0.109,-0.0,102.5,102.5,6.47,Wright St.,Horz,-0.28,106.3,106.6,68.9,0.003,-6.76,100.2,107.0,-0.23,2021-11-24,Long Beach St.,85.0,Wright St.,76.0,9.0,161.0
Long Beach St.,BW,0.77,103.3,102.6,70.9,0.109,-0.0,102.5,102.5,6.47,UC Riverside,BW,-0.58,100.3,100.9,65.3,0.004,-2.74,99.9,102.6,2.89,2022-01-27,Long Beach St.,68.0,UC Riverside,62.0,6.0,130.0
Long Beach St.,BW,0.77,103.3,102.6,70.9,0.109,-0.0,102.5,102.5,6.47,UC Davis,BW,-4.24,97.9,102.1,67.1,0.014,-6.01,99.6,105.7,-6.92,2022-01-29,Long Beach St.,70.0,UC Davis,63.0,7.0,133.0
Long Beach St.,BW,0.77,103.3,102.6,70.9,0.109,-0.0,102.5,102.5,6.47,UC San Diego,BW,-8.0,101.6,109.6,67.9,0.006,-4.2,99.3,103.5,-4.2,2022-01-20,Long Beach St.,87.0,UC San Diego,69.0,18.0,156.0
Long Beach St.,BW,0.77,103.3,102.6,70.9,0.109,-0.0,102.5,102.5,6.47,Idaho,BSky,-14.6,99.2,113.8,70.0,-0.028,-4.97,100.9,105.9,2.09,2021-11-10,Long Beach St.,95.0,Idaho,89.0,6.0,184.0
Long Beach St.,BW,0.77,103.3,102.6,70.9,0.109,-0.0,102.5,102.5,6.47,Cal St. Northridge,BW,-16.2,93.9,110.2,64.9,0.029,-1.64,101.0,102.6,0.71,2022-02-17,Long Beach St.,72.0,Cal St. Northridge,59.0,13.0,131.0
New Mexico,MWC,0.73,106.6,105.9,70.9,-0.04,4.72,104.8,100.1,1.6,San Diego St.,MWC,17.07,103.4,86.3,65.4,-0.003,5.95,105.5,99.6,2.56,2022-01-31,New Mexico,47.0,San Diego St.,72.0,-25.0,119.0
New Mexico,MWC,0.73,106.6,105.9,70.9,-0.04,4.72,104.8,100.1,1.6,Colorado St.,MWC,14.45,112.9,98.4,65.4,0.121,5.02,104.9,99.9,-2.32,2022-01-19,New Mexico,74.0,Colorado St.,80.0,-6.0,154.0
New Mexico,MWC,0.73,106.6,105.9,70.9,-0.04,4.72,104.8,100.1,1.6,Utah St.,MWC,12.63,109.8,97.1,66.8,-0.133,4.59,104.8,100.2,3.3,2022-02-22,New Mexico,56.0,Utah St.,81.0,-25.0,137.0
New Mexico,MWC,0.73,106.6,105.9,70.9,-0.04,4.72,104.8,100.1,1.6,Wyoming,MWC,11.94,109.1,97.2,66.1,0.056,4.1,104.7,100.6,-1.05,2022-01-22,New Mexico,91.0,Wyoming,93.0,-2.0,184.0
New Mexico,MWC,0.73,106.6,105.9,70.9,-0.04,4.72,104.8,100.1,1.6,Fresno St.,MWC,11.14,105.5,94.4,61.8,-0.052,1.32,103.1,101.8,-4.07,2022-02-28,New Mexico,68.0,Fresno St.,71.0,-3.0,139.0
New Mexico,MWC,0.73,106.6,105.9,70.9,-0.04,4.72,104.8,100.1,1.6,Colorado,P12,10.64,106.5,95.9,67.4,0.041,5.01,105.5,100.5,-7.62,2021-11-13,New Mexico,76.0,Colorado,87.0,-11.0,163.0
New Mexico,MWC,0.73,106.6,105.9,70.9,-0.04,4.72,104.8,100.1,1.6,New Mexico St.,WAC,10.61,107.1,96.5,66.1,0.085,1.21,102.5,101.3,3.48,2021-11-30,New Mexico,101.0,New Mexico St.,94.0,7.0,195.0
New Mexico,MWC,0.73,106.6,105.9,70.9,-0.04,4.72,104.8,100.1,1.6,UNLV,MWC,8.79,107.5,98.7,66.2,-0.02,4.22,104.1,99.9,1.18,2022-01-11,New Mexico,56.0,UNLV,85.0,-29.0,141.0
New Mexico,MWC,0.73,106.6,105.9,70.9,-0.04,4.72,104.8,100.1,1.6,Nevada,MWC,4.55,106.6,102.0,70.2,-0.035,6.9,106.2,99.3,4.11,2022-01-01,New Mexico,70.0,Nevada,79.0,-9.0,149.0
New Mexico,MWC,0.73,106.6,105.9,70.9,-0.04,4.72,104.8,100.1,1.6,Nevada,MWC,4.55,106.6,102.0,70.2,-0.035,6.9,106.2,99.3,4.11,2022-03-09,New Mexico,72.0,Nevada,79.0,-7.0,151.0
New Mexico,MWC,0.73,106.6,105.9,70.9,-0.04,4.72,104.8,100.1,1.6,Air Force,MWC,-8.48,95.5,104.0,63.2,0.068,1.53,103.5,102.0,-8.8,2022-02-05,New Mexico,91.0,Air Force,77.0,14.0,168.0
New Mexico,MWC,0.73,106.6,105.9,70.9,-0.04,4.72,104.8,100.1,1.6,San Jose St.,MWC,-10.62,98.9,109.5,65.4,-0.007,4.12,104.7,100.5,-2.71,2022-02-20,New Mexico,55.0,San Jose St.,71.0,-16.0,126.0
Southern Utah,BSky,0.61,106.7,106.1,68.5,0.051,-5.25,100.3,105.6,1.55,Saint Mary's,WCC,19.53,110.1,90.6,63.6,0.039,6.89,106.8,99.9,3.31,2021-11-15,Southern Utah,51.0,Saint Mary's,70.0,-19.0,121.0
Southern Utah,BSky,0.61,106.7,106.1,68.5,0.051,-5.25,100.3,105.6,1.55,Michigan,B10,16.61,113.9,97.2,66.7,-0.019,12.15,109.8,97.7,6.27,2021-12-18,Southern Utah,50.0,Michigan,87.0,-37.0,137.0
Southern Utah,BSky,0.61,106.7,106.1,68.5,0.051,-5.25,100.3,105.6,1.55,Fresno St.,MWC,11.14,105.5,94.4,61.8,-0.052,1.32,103.1,101.8,-4.07,2022-03-28,Southern Utah,48.0,Fresno St.,67.0,-19.0,115.0
Southern Utah,BSky,0.61,106.7,106.1,68.5,0.051,-5.25,100.3,105.6,1.55,Montana St.,BSky,2.94,104.3,101.4,67.5,0.085,-6.02,101.6,107.6,-1.34,2022-03-01,Southern Utah,53.0,Montana St.,69.0,-16.0,122.0
Southern Utah,BSky,0.61,106.7,106.1,68.5,0.051,-5.25,100.3,105.6,1.55,California,P12,2.38,100.5,98.2,64.1,-0.048,6.07,105.8,99.7,-2.67,2021-11-18,Southern Utah,68.0,California,75.0,-7.0,143.0
Southern Utah,BSky,0.61,106.7,106.1,68.5,0.051,-5.25,100.3,105.6,1.55,Yale,Ivy,1.98,100.7,98.8,68.8,0.063,-1.48,103.3,104.8,0.65,2021-11-23,Southern Utah,88.0,Yale,85.0,3.0,173.0
Southern Utah,BSky,0.61,106.7,106.1,68.5,0.051,-5.25,100.3,105.6,1.55,UTEP,CUSA,0.17,100.7,100.5,66.6,0.039,-1.69,102.1,103.8,-1.74,2022-03-22,Southern Utah,82.0,UTEP,69.0,13.0,151.0
Southern Utah,BSky,0.61,106.7,106.1,68.5,0.051,-5.25,100.3,105.6,1.55,Weber St.,BSky,-0.48,103.3,103.8,69.5,0.023,-6.01,101.0,107.0,-0.42,2022-03-05,Southern Utah,80.0,Weber St.,70.0,10.0,150.0
Southern Utah,BSky,0.61,106.7,106.1,68.5,0.051,-5.25,100.3,105.6,1.55,Northern Colorado,BSky,-3.82,107.7,111.5,69.6,0.1,-3.84,101.5,105.4,7.4,2022-02-14,Southern Utah,95.0,Northern Colorado,100.0,-5.0,195.0
Southern Utah,BSky,0.61,106.7,106.1,68.5,0.051,-5.25,100.3,105.6,1.55,Eastern Washington,BSky,-3.86,104.1,107.9,69.7,-0.0,-5.21,101.1,106.3,3.05,2021-12-02,Southern Utah,89.0,Eastern Washington,76.0,13.0,165.0
Southern Utah,BSky,0.61,106.7,106.1,68.5,0.051,-5.25,100.3,105.6,1.55,Montana,BSky,-6.67,100.2,106.8,65.3,0.026,-7.47,100.6,108.0,-6.67,2022-02-07,Southern Utah,67.0,Montana,78.0,-11.0,145.0
Southern Utah,BSky,0.61,106.7,106.1,68.5,0.051,-5.25,100.3,105.6,1.55,Portland St.,BSky,-7.69,95.7,103.4,71.0,-0.015,-6.57,101.5,108.0,-0.22,2022-01-27,Southern Utah,85.0,Portland St.,82.0,3.0,167.0
Southern Utah,BSky,0.61,106.7,106.1,68.5,0.051,-5.25,100.3,105.6,1.55,Dixie St.,WAC,-9.26,95.6,104.9,71.4,0.032,-0.4,102.2,102.6,-1.27,2021-11-12,Southern Utah,76.0,Dixie St.,83.0,-7.0,159.0
Southern Utah,BSky,0.61,106.7,106.1,68.5,0.051,-5.25,100.3,105.6,1.55,Bowling Green,MAC,-10.22,102.8,113.0,72.8,-0.011,-5.5,101.1,106.6,-8.17,2021-11-24,Southern Utah,87.0,Bowling Green,73.0,14.0,160.0
Southern Utah,BSky,0.61,106.7,106.1,68.5,0.051,-5.25,100.3,105.6,1.55,Sacramento St.,BSky,-13.72,95.1,108.8,64.3,0.008,-6.02,101.2,107.2,0.88,2022-02-12,Southern Utah,83.0,Sacramento St.,57.0,26.0,140.0
Southern Utah,BSky,0.61,106.7,106.1,68.5,0.051,-5.25,100.3,105.6,1.55,Idaho,BSky,-14.6,99.2,113.8,70.0,-0.028,-4.97,100.9,105.9,2.09,2021-12-04,Southern Utah,81.0,Idaho,75.0,6.0,156.0
Southern Utah,BSky,0.61,106.7,106.1,68.5,0.051,-5.25,100.3,105.6,1.55,Northern Arizona,BSky,-16.91,95.5,112.4,65.1,0.007,-5.18,101.6,106.8,0.2,2022-02-21,Southern Utah,79.0,Northern Arizona,48.0,31.0,127.0
Southern Utah,BSky,0.61,106.7,106.1,68.5,0.051,-5.25,100.3,105.6,1.55,Idaho St.,BSky,-17.54,93.9,111.4,63.9,-0.038,-4.94,101.0,105.9,1.54,2022-03-03,Southern Utah,79.0,Idaho St.,71.0,8.0,150.0
Saint Joseph's,A10,0.6,100.4,99.8,68.0,-0.085,1.85,103.3,101.5,-1.92,Villanova,BE,24.56,117.5,92.9,62.3,0.06,11.46,109.1,97.6,8.65,2021-12-04,Saint Joseph's,52.0,Villanova,81.0,-29.0,133.0
Saint Joseph's,A10,0.6,100.4,99.8,68.0,-0.085,1.85,103.3,101.5,-1.92,Davidson,A10,14.85,116.8,101.9,64.7,-0.02,1.72,102.7,100.9,-1.98,2022-02-09,Saint Joseph's,67.0,Davidson,73.0,-6.0,140.0
Saint Joseph's,A10,0.6,100.4,99.8,68.0,-0.085,1.85,103.3,101.5,-1.92,VCU,A10,12.31,101.1,88.8,68.6,0.059,5.66,106.2,100.5,5.47,2022-01-22,Saint Joseph's,54.0,VCU,70.0,-16.0,124.0
Saint Joseph's,A10,0.6,100.4,99.8,68.0,-0.085,1.85,103.3,101.5,-1.92,Saint Louis,A10,11.45,109.3,97.8,67.9,-0.021,3.38,104.8,101.4,2.33,2022-02-22,Saint Joseph's,61.0,Saint Louis,72.0,-11.0,133.0
Saint Joseph's,A10,0.6,100.4,99.8,68.0,-0.085,1.85,103.3,101.5,-1.92,St. Bonaventure,A10,10.71,109.2,98.5,65.7,0.1,4.94,104.8,99.8,1.64,2022-01-29,Saint Joseph's,69.0,St. Bonaventure,80.0,-11.0,149.0
Saint Joseph's,A10,0.6,100.4,99.8,68.0,-0.085,1.85,103.3,101.5,-1.92,Richmond,A10,9.45,108.1,98.7,66.8,0.061,5.07,105.5,100.5,2.42,2021-12-30,Saint Joseph's,83.0,Richmond,56.0,27.0,139.0
Saint Joseph's,A10,0.6,100.4,99.8,68.0,-0.085,1.85,103.3,101.5,-1.92,Bradley,MVC,7.99,104.8,96.8,67.2,-0.09,1.21,103.7,102.5,-2.27,2021-12-18,Saint Joseph's,73.0,Bradley,77.0,-4.0,150.0
Saint Joseph's,A10,0.6,100.4,99.8,68.0,-0.085,1.85,103.3,101.5,-1.92,George Mason,A10,4.84,105.9,101.1,64.8,-0.108,1.81,103.9,102.1,-1.26,2022-01-24,Saint Joseph's,71.0,George Mason,77.0,-6.0,148.0
Saint Joseph's,A10,0.6,100.4,99.8,68.0,-0.085,1.85,103.3,101.5,-1.92,Rhode Island,A10,3.27,99.3,96.0,67.3,-0.089,0.76,103.8,103.0,-3.07,2022-01-12,Saint Joseph's,64.0,Rhode Island,75.0,-11.0,139.0
Saint Joseph's,A10,0.6,100.4,99.8,68.0,-0.085,1.85,103.3,101.5,-1.92,Georgetown,BE,-0.48,104.9,105.4,70.1,-0.11,8.39,106.5,98.1,-1.94,2021-11-26,Saint Joseph's,77.0,Georgetown,74.0,3.0,151.0
Saint Joseph's,A10,0.6,100.4,99.8,68.0,-0.085,1.85,103.3,101.5,-1.92,Massachusetts,A10,-1.22,111.8,113.0,69.1,0.052,1.21,102.0,100.8,-2.64,2022-02-12,Saint Joseph's,67.0,Massachusetts,69.0,-2.0,136.0
Saint Joseph's,A10,0.6,100.4,99.8,68.0,-0.085,1.85,103.3,101.5,-1.92,La Salle,A10,-4.68,98.9,103.6,67.2,-0.005,0.14,103.0,102.9,-10.37,2022-03-02,Saint Joseph's,48.0,La Salle,49.0,-1.0,97.0
Saint Joseph's,A10,0.6,100.4,99.8,68.0,-0.085,1.85,103.3,101.5,-1.92,La Salle,A10,-4.68,98.9,103.6,67.2,-0.005,0.14,103.0,102.9,-10.37,2022-03-09,Saint Joseph's,56.0,La Salle,63.0,-7.0,119.0
Jacksonville,ASun,0.49,100.2,99.7,61.5,0.047,-5.37,101.6,107.0,-3.25,UCF,Amer,6.27,106.6,100.3,67.4,0.054,3.68,103.4,99.7,-3.64,2021-11-16,Jacksonville,54.0,UCF,63.0,-9.0,117.0
Jacksonville,ASun,0.49,100.2,99.7,61.5,0.047,-5.37,101.6,107.0,-3.25,Minnesota,B10,5.18,107.1,101.9,65.1,0.006,8.87,107.8,98.9,-3.69,2021-11-24,Jacksonville,44.0,Minnesota,55.0,-11.0,99.0
Jacksonville,ASun,0.49,100.2,99.7,61.5,0.047,-5.37,101.6,107.0,-3.25,Liberty,ASun,3.83,104.9,101.1,65.3,-0.034,-5.08,100.7,105.8,-0.64,2022-01-18,Jacksonville,49.0,Liberty,88.0,-39.0,137.0
